,low_min_amplitude,low_max_amplitude,low_mean_aplitude,low_variance,low_q_25,low_median_amplitude,low_q_75,low_kurtosis,low_skewness,low_rms_amplitude,low_crest_factor,high_min_amplitude,high_max_amplitude,high_mean_aplitude,high_variance,high_q_25,high_median_amplitude,high_q_75,high_kurtosis,high_skewness,high_rms_amplitude,high_crest_factor,acc_min_amplitude,acc_max_amplitude,acc_mean_aplitude,acc_variance,acc_q_25,acc_median_amplitude,acc_q_75,acc_kurtosis,acc_skewness,acc_rms_amplitude,acc_crest_factor,spd_min_amplitude,spd_max_amplitude,spd_mean_aplitude,spd_variance,spd_q_25,spd_median_amplitude,spd_q_75,spd_kurtosis,spd_skewness,spd_rms_amplitude,spd_crest_factor,pos_min_amplitude,pos_max_amplitude,pos_mean_aplitude,pos_variance,pos_q_25,pos_median_amplitude,pos_q_75,pos_kurtosis,pos_skewness,pos_rms_amplitude,pos_crest_factor,rft0_min_amplitude,rft0_max_amplitude,rft0_mean_aplitude,rft0_variance,rft0_q_25,rft0_median_amplitude,rft0_q_75,rft0_kurtosis,rft0_skewness,rft0_rms_amplitude,rft0_crest_factor,rft1_min_amplitude,rft1_max_amplitude,rft1_mean_aplitude,rft1_variance,rft1_q_25,rft1_median_amplitude,rft1_q_75,rft1_kurtosis,rft1_skewness,rft1_rms_amplitude,rft1_crest_factor,rft2_min_amplitude,rft2_max_amplitude,rft2_mean_aplitude,rft2_variance,rft2_q_25,rft2_median_amplitude,rft2_q_75,rft2_kurtosis,rft2_skewness,rft2_rms_amplitude,rft2_crest_factor
0,-0.031144,0.02951,-0.0002211375604999999,0.00042571926697620966,-0.020618749999999998,4.790500000000001e-06,0.02066925,-1.4365162327255718,-0.03919614034983587,0.020634150547014857,1.4301533728156894,-0.28306,0.2836,0.0060469798399999984,0.0395266860354391,-0.1940225,0.0078116999999999995,0.210575,-1.4672929142213071,-0.03986995692447081,0.19890513316811223,1.4258053348492756,-0.0004719,7.2881e-05,-0.0001810219133,7.435411997384223e-09,-0.00023682,-0.00017712,-0.00012488,0.040054831200984076,-0.05430641485694526,0.00020051021193988336,0.36347774656909276,-0.3617734165999998,-0.00021443900000000002,-0.18499090803356677,0.011394741462228542,-0.28053725144999964,-0.18667872640000005,-0.09312143102500015,-1.239213010368236,0.049953996151542904,0.2135799089739297,-0.0010040223400702693,-369.61583123130066,-0.000283411,-123.36475984111698,12267.907040991655,-208.76333402077532,-92.16275975580015,-22.590247382474995,-0.8678452703315958,-0.6370070376900716,165.79134781902258,-1.7094438505281396e-06,5.516420653606247e-16,27.363145233789602,0.06820122288804259,0.42339123841839277,0.004022794902514137,0.06820122288804259,0.06820122288804259,1556.6164132080744,37.78051573812373,0.6542496811018079,41.823704350467416,8.992806499463768e-15,263.78538100934367,0.6180584448794761,39.33549691793472,0.006341662156809124,0.6180584448794761,0.6180584448794761,1558.4280366682276,37.811778216107875,6.302181619028568,41.85620106740182,2.5153490401663703e-17,0.015415477818425855,0.0031973633862578724,2.3187450421273947e-06,0.0030197772359470223,0.003197363386257872,0.003197363386257872,5.604451550959964,1.08094576986878,0.0035414513502107867,4.352870135434256
0,-0.029568,0.027844,-0.0003833425515499997,0.0003901646227536375,-0.02013775,-0.00011125950000000001,0.01970375,-1.4314910960091893,-0.041391988320772705,0.01975630467130598,1.4093728793543348,-0.26907,0.26919,0.005036890505000001,0.036199419524973214,-0.18939,0.0078603,0.2004725,-1.4645618863841408,-0.04184104274442015,0.19032811087942994,1.4143470386806283,-0.0006734,0.00039378,-0.00012404906409999998,3.410054817090403e-08,-0.00024056,-0.00012488,-1.7468e-06,-0.0006982372665920167,-0.009987186646208984,0.0002224605998261039,1.7701112030976067,-0.2478351832000002,-0.00029093,-0.12284057767668832,0.005617292259172529,-0.18821172879999998,-0.12351921199999993,-0.06373199755,-1.2342316924204293,0.021964335762680292,0.1438996170360263,-0.002021756596663934,-245.4342517191001,-0.0004261325,-79.70277976207258,5422.0857066573035,-135.4403231464499,-57.54091097034997,-12.563854623449998,-0.8211472167105116,-0.6718811022833147,108.51091561893094,-3.927093394884749e-06,2.0105445086571194e-15,26.267144751907683,0.0839500482909917,0.38663731667130263,0.014488440546364384,0.08395004829099172,0.08395004829099172,1579.1412989474832,38.100563800160806,0.6274431665731666,41.863783289517514,4.260480856999038e-15,253.1117405825416,0.7777286405302629,35.896687930019574,0.1172521344242228,0.7777286405302628,0.7777286405302628,1580.3855218594495,38.1290837275348,6.041651245174668,41.89446399851304,3.252606517456513e-17,0.18746382915410778,0.004055221763369389,2.5869930535490915e-05,0.00329945500147076,0.004055221763369389,0.004055221763369389,862.5750985200542,25.39446242209843,0.00650497917641522,28.81851333725803
0,-0.031335,0.029645,-0.0002615874850500002,0.00043282341615202667,-0.02087425,6.662449999999999e-06,0.02092,-1.43849377257035,-0.042037857263037465,0.020806053065499028,1.4248257421374106,-0.28474,0.28417,0.005893030225000001,0.040114251409076644,-0.19529,0.0087273,0.212285,-1.4684513868680256,-0.04192895334044657,0.20037210188623916,1.4182114043068574,-0.00045325,9.527e-05,-0.0001772420022,7.264589237669315e-09,-0.00023682,-0.00017339,-0.00011742,-0.09410092009215187,-0.061923597321386144,0.00019667057884069524,0.48441409264966606,-0.3542788944000008,-0.00023682500000000002,-0.1802344644661332,0.01036217892595475,-0.2658290179750002,-0.18171320389999993,-0.09339100320000003,-1.1695929409027845,0.03551811229655314,0.20699430211324313,-0.0011441136185016195,-360.11143660810046,-0.00037669250000000004,-121.45834509785058,11557.691690740612,-204.39798989056283,-92.76364493137498,-23.312222241000015,-0.8783364462416312,-0.6196440359451578,162.20302489364732,-2.3223518812117614e-06,1.2958384365546749e-15,27.599276328071355,0.07796732933245928,0.4297809333588437,0.009209997310401239,0.07796732933245931,0.07796732933245931,1561.0582276799519,37.84051670696374,0.660196817473456,41.80461886152763,2.5951463200613034e-15,265.7589634509753,0.709823427845518,39.86207531468798,0.06244191668264405,0.7098234278455182,0.7098234278455182,1561.1691421216146,37.848559021212864,6.353418340815149,41.82928766766493,2.0383000842727483e-17,0.010630607263565192,0.0032012796850902627,2.1353724665708276e-06,0.0031202205691862376,0.0032012796850902623,0.0032012796850902623,2.591564091363252,0.641666810793177,0.003519028855912159,3.0208923253656184
0,-0.030111,0.028432,-0.0008041507539999999,0.00040975649475938445,-0.021755999999999998,-0.0007926,0.019992,-1.4811245967940458,-0.007221794938584545,0.02025840944384685,1.4034665494746301,-0.27349,0.27282,0.0007694651520000022,0.03781422025353609,-0.2043525,0.0020475750000000003,0.2029675,-1.5110453138611089,-0.0115767287814039,0.1944603104238915,1.4029598091523008,-0.00065474,0.00049453,-8.3479379e-05,3.376494337207736e-08,-0.00020697,-7.6375e-05,3.9299e-05,0.0341399589663145,-0.045378411466743,0.000201826039178058,2.450278477514531,-0.1694890715999999,-0.000156599,-0.08933328970055021,0.0024550604831150716,-0.12868819717499988,-0.08559878229999993,-0.044293295049999994,-1.2183960357848302,0.026954004844290107,0.1021542810255033,-0.001532965612678575,-178.49372009039965,-0.00035896649999999996,-60.92798873243917,2834.231522614846,-101.97274455514987,-46.31961844889998,-12.150503685299997,-0.8834418311897463,-0.6168680687196462,80.91014357665595,-4.4366068842766e-06,1.5040052536718918e-15,27.031711698067365,0.09809290672394225,0.4049406310484561,0.022014131766039797,0.09809290672394227,0.09809290672394227,1610.1276530480159,38.545799594066004,0.6438655522684905,41.98347248556512,7.549516567451064e-15,259.81326579834666,0.948478760552326,37.36397006595669,0.2108747742547645,0.948478760552326,0.948478760552326,1613.8005397828508,38.60812529210725,6.185756382624162,42.00185874247556,9.974659986866641e-18,0.19295732183891978,0.003953924264339714,2.5940372086160957e-05,0.003197901979922759,0.003953924264339714,0.003953924264339714,962.4785912242685,27.159645878303735,0.0064477817250815275,29.92615601243542
0,-0.029545,0.027971,-0.0004347171651500003,0.0003910900562712809,-0.020399,-6.6338e-05,0.019610000000000002,-1.4454958512306497,-0.03929854563963699,0.01978077438537119,1.414049796790861,-0.27037,0.27067,0.004017029289999998,0.03647142850129005,-0.1920375,0.00747355,0.20061500000000002,-1.4758943193049632,-0.04042873516462751,0.19101718515779348,1.4169929254082965,-0.00065474,0.00049826,-5.43781672e-05,3.3764049544474244e-08,-0.00017339,-6.1449e-05,6.915e-05,0.1264891530111112,-0.03704084245353023,0.00019162733263421844,2.6001509969931447,-0.11063113980000015,0.0064702057999999965,-0.05260937899369691,0.0011676749550550106,-0.07914194450000012,-0.051909813200000036,-0.023539408500000004,-1.174320766829489,-0.017629703826698675,0.06273293961833326,0.10313889065879393,-105.11171726870022,0.04102827259999978,-33.176976715581105,992.93257796166,-56.50104205835008,-23.173650544549993,-4.124530964325001,-0.7688371282517532,-0.7050295891139886,45.75635870507913,0.0008966682175136782,8.552186736565659e-16,26.327075516352807,0.08871421693121659,0.3871510487374637,0.017289484965450564,0.08871421693121657,0.08871421693121657,1587.9356631812116,38.23459606177125,0.6285071686330893,41.88826608550914,1.2864709297844001e-14,254.29498578401564,0.8354312277517172,36.12210967977148,0.15071707042584118,0.835431227751717,0.835431227751717,1588.44553214072,38.251283024709956,6.0679531158434505,41.907869248371476,5.637851296924623e-18,0.18349330239893305,0.00411178155544542,2.5302231091927603e-05,0.0033103214538132914,0.00411178155544542,0.00411178155544542,827.9762267083231,24.761726973470907,0.006496843745360416,28.243453219876333
0,-0.030384,0.028731,-0.0006092508859350004,0.0004240922736209845,-0.021883,-0.00015244,0.02033275,-1.4697531101863381,-0.026024631239234035,0.02060251101839281,1.3945387518225578,-0.27497,0.27475,0.0020489332199999993,0.03908852287816791,-0.20509750000000002,0.0055976,0.20641749999999998,-1.5033052336380643,-0.02479445876817383,0.1977187927474471,1.3895998260061573,-0.00062862,0.00058781,-6.19603956e-05,3.49691144309815e-08,-0.00018459,-5.7718e-05,5.7956e-05,0.021158912994627688,-0.029417738312490255,0.00019699798235994705,2.983837666550191,-0.12383135470000001,0.007932064900000002,-0.054114012925162575,0.0011921375821087902,-0.08279316979999993,-0.053663907050000056,-0.025965790050000024,-1.069292877204888,-0.06837309346173527,0.06419084028873163,0.12357004308280468,-108.11199995005008,0.5100700441000001,-34.48122766588881,1034.6894660360567,-58.737683159062556,-24.926274515599996,-5.7459100980750035,-0.7833071941281196,-0.6898733680708458,47.1555354903633,0.010816758600996864,1.863093013199091e-15,27.47144361956183,0.09842463534275063,0.4192437786937096,0.021134522988695056,0.09842463534275063,0.09842463534275063,1603.1978935168033,38.45560012664728,0.6549283835169027,41.945721564307235,1.0547118733938987e-14,263.8628539770566,0.9427120072611584,38.643730666249006,0.20066549054078275,0.9427120072611582,0.9427120072611582,1606.0409956995704,38.50340705554775,6.287482532372028,41.96637567079032,1.3010426069826053e-17,0.19226047055941556,0.0039957683885000475,2.6978049065324965e-05,0.0031702688527105944,0.0039957683885000475,0.0039957683885000475,880.7076522050361,25.758013911483932,0.0065531835072628036,29.338484165190234
0,-0.030418,0.028391,-0.0003581258234999998,0.0003803193984342564,-0.019861249999999997,-0.00015806000000000001,0.0194735,-1.4328281374171599,-0.03933539570654443,0.019505067355426228,1.4555704670305454,-0.27715,0.27435,0.005055781475000002,0.03570441526162542,-0.18647750000000002,0.0074343,0.1996625,-1.4645400101275972,-0.039272836858234496,0.1890237450373587,1.4514049541541851,-0.00049429,0.00012885,-0.00017728305729999998,7.524489274431576e-09,-0.00023309,-0.00017712,-0.00011742,-0.0048991185464553055,0.005916574067940847,0.00019736709877805537,0.6528443737468893,-0.35431995959999985,-0.000223765,-0.17750744907128566,0.010515246211626986,-0.2654545207999999,-0.17752956523564284,-0.0868442892,-1.2081840713297602,-0.010200601935133839,0.20499790410494947,-0.0010915477452171543,-354.66011883120024,-0.000311395,-118.29254828450762,11162.429469320192,-199.24831334150014,-88.86288701500004,-22.461899673574994,-0.8516245442560084,-0.6414569903668887,158.6050328613905,-1.963336184118048e-06,2.213507155346406e-15,25.98468068018944,0.07824837084193834,0.3772549474775048,0.012039592917359909,0.07824837084193834,0.07824837084193834,1588.9211840236653,38.2383505207031,0.6191750600734192,41.96661389608988,5.717648576819556e-15,251.80591139294705,0.7227283213392948,35.44298698510108,0.09014208893392775,0.7227283213392948,0.7227283213392948,1588.5404759464354,38.241977939864036,5.997109571415799,41.98787905979524,3.859759734048396e-17,0.01011689126547237,0.003267497268941983,2.180883194390876e-06,0.0030895265896933545,0.0032674972689419836,0.0032674972689419836,2.674319485751231,0.695644714850012,0.0035857246961993883,2.821435587677869
0,-0.030549,0.028799,-0.0003764741217500004,0.0004089406025803027,-0.02051325,-0.000174905,0.0200495,-1.4341850764678925,-0.04003305866123748,0.020225783924106632,1.4238755891026382,-0.27832,0.27736,0.005052945062999998,0.03811039691963073,-0.19259500000000002,0.00767155,0.2057175,-1.4650042379942936,-0.03965850736853172,0.19528422663758693,1.4202888004607317,-0.00046071,9.1538e-05,-0.0001825853576,7.942797249834522e-09,-0.00024429,-0.00018459,-0.00012115,-0.11210932450050093,-0.05162888230369624,0.00020317531852996908,0.4505370074588948,-0.3648816501999985,-0.00025735,-0.1808895347168582,0.011032304345166772,-0.2741071485999998,-0.17806472640000015,-0.09012557415000001,-1.207367576546018,-0.028659543665999095,0.20917296219934406,-0.0012303215353174695,-361.4156103988999,-0.0003477775,-120.23945420397727,11560.513887019106,-202.34341073110028,-90.11030747380022,-22.847083154349995,-0.8406642266568083,-0.6477937617055135,161.30108565750407,-2.1560766226858973e-06,1.0512424264419451e-15,27.03340206153641,0.07954004300637525,0.40577414536666384,0.012273253975418685,0.07954004300637524,0.07954004300637524,1609.1352986368904,38.56606390247306,0.641950748740213,42.111333485610416,1.0921819004749977e-14,261.02232220188307,0.7319194406262841,37.842277068497765,0.09075838393089,0.7319194406262842,0.7319194406262842,1609.1240107778967,38.573913602877006,6.194996621150365,42.13437684707134,2.7159264420761886e-17,0.010517667830037493,0.0033535231474711093,2.314115497548167e-06,0.0031952708550241817,0.0033535231474711093,0.0033535231474711093,2.8193800969474605,0.679661346005643,0.0036824221645776443,2.8561819802221993
0,-0.029631,0.027882,-0.00028615591199999984,0.0003891599172582644,-0.01975275,-0.00013933499999999998,0.019703000000000002,-1.4308514669748376,-0.04386027701707188,0.01972921190682073,1.413234351766515,-0.26945,0.2688,0.005655536330000001,0.03621921170500742,-0.18583,0.00820595,0.20211,-1.464051725348218,-0.04331167961157112,0.1903974705614215,1.4117834612371392,-0.00063608,0.00052811,-6.25480808e-05,3.45557608417528e-08,-0.00018832,-6.1449e-05,5.7956e-05,0.09036730263722692,-0.009785380419163724,0.000196132667481774,2.6926162111626595,-0.12479217160000011,0.006631334000000003,-0.06055205338139072,0.0014699510718348965,-0.09421269360000004,-0.06309986235000002,-0.030474993824999966,-1.1668420005265616,0.04027608541167001,0.07166939542466985,0.09252671884151799,-120.98106819610003,0.3109812576000002,-38.690023799313494,1326.7816524502143,-65.89904176845008,-27.39734696420001,-5.242492069749995,-0.8053516717108993,-0.6825218434090048,53.13849446532766,0.0058522782914542755,7.28583859910259e-16,26.208304420360207,0.07620639306029162,0.38625331727763523,0.010397222958766505,0.07620639306029162,0.07620639306029162,1570.5334458056766,37.98054336356689,0.6261475318332692,41.856436523236134,1.354472090042691e-14,252.95201638555076,0.6981624452057204,35.9752532827827,0.07430961760745293,0.6981624452057202,0.6981624452057202,1572.0229851460201,38.011494062526616,6.038433909771499,41.89033450812791,0.0,0.19395010227693488,0.004097370793427236,2.6153143080673298e-05,0.0033072663488060254,0.004097370793427235,0.004097370793427235,960.3656257699582,26.990932051903926,0.00655298332818754,29.597221992411
0,-0.031357,0.029431,-0.0011444092076500004,0.00042235015648392173,-0.022111,-0.0013242,0.02012225,-1.4717542442832132,0.01726113300725121,0.02058299854050609,1.4298694110132486,-0.28569,0.28221,-0.0025663966049999996,0.03934623091177883,-0.208735,-0.0046228499999999995,0.20573,-1.5029127847445154,0.016033973947465776,0.19837544531345858,1.422605502178317,-0.00044578,0.00010273,-0.0001704415271,7.436108912045226e-09,-0.00022563,-0.00016966,-0.00011369,-0.06749398177608246,-0.013224781565492864,0.0001910141959965941,0.5378134303789219,-0.3408402616999996,-8.75685e-05,-0.16804719295702836,0.009549750914982938,-0.2518083526499996,-0.16611305830000003,-0.08445017427500004,-1.1802353833863364,-0.038360504150708255,0.19439549885663418,-0.0004504656770092263,-335.75587480599927,-0.0001677335,-111.62142546817087,9954.988342350656,-187.5809285795999,-83.9774640345,-21.243410136275006,-0.8372086888748185,-0.6469428117091341,149.71416421266585,-1.1203582565624056e-06,6.782768791069316e-16,27.32897482163139,0.10040209584106755,0.4173048851050874,0.022340247592788857,0.10040209584106753,0.10040209584106753,1584.505725254085,38.15486187695386,0.6537472492900954,41.803579061033055,6.300515664747763e-15,263.83556421039003,0.9700272494689668,38.875289604172316,0.21196795811222202,0.9700272494689669,0.9700272494689669,1586.0011165047445,38.18407984379952,6.3100112891249776,41.81221746228867,4.7704895589362195e-18,0.010453587867995186,0.0032464767391036315,2.161033668106838e-06,0.0030718353663339174,0.003246476739103632,0.003246476739103632,2.8490092601547774,0.6811441367680627,0.003563796414730756,2.933273018847501
